"uniqueID","docDate","caseName","Appeal_Dockets","Full_Cite","PrecedentialStatus","enBanc","url","DispGeneral","Orig_Trib_Dockets"
15292,"2015-09-04","DYNAMIC DRINKWARE, LLC v. NATIONAL GRAPHICS, INC. [OPINION]","2015-01214","800 F.3d 1375","Precedential","No","","Affirmed",""
15293,"2015-09-15","IN RE: RONALD A. KATZ TECHNOLOGY [RULE 36 JUDGMENT]","2015-01170","615 F. App'x 955","Nonprecedential","No","","Affirmed",""
15294,"2015-09-15","KANEKA CORPORATION v. SKC KOLON PI, INC. [RULE 36 JUDGMENT]","2015-01223","616 F. App'x 419","Nonprecedential","No","","Affirmed",""
15295,"2015-09-16","CORNING INCORPORATED v. DSM IP ASSETS B.V. [RULE 36 JUDGMENT]","2015-01152;2015-01162","616 F. App'x 421","Nonprecedential","No","","Affirmed",""
15296,"2015-09-29","TAS v. BEACHY [OPINION]","2015-01175","626 F. App'x 999","Nonprecedential","No","","Affirmed",""
15297,"2015-09-30","ACHATES REFERENCE PUBLISHING v. APPLE INC. [OPINION]","2014-01767;2014-01788","803 F.3d 652","Precedential","No","","Dismissed",""
15298,"2015-10-01","IN RE: STEED [OPINION]","2014-01458","802 F.3d 1311","Precedential","No","","Affirmed",""
15299,"2015-10-09","IN RE: APPOTRONICS LTD. [RULE 36 JUDGMENT]","2015-01220","618 F. App'x 678","Nonprecedential","No","","Affirmed",""
15300,"2015-10-09","WIRELESS INK CORPORATION v. FACEBOOK, INC. [RULE 36 JUDGMENT]","2015-01299","620 F. App'x 955","Nonprecedential","No","","Affirmed",""
15301,"2015-10-14","HILL-ROM SERVICES, INC. v. STRYKER CORPORATION [RULE 36 JUDGMENT]","2015-01295","618 F. App'x 681","Nonprecedential","No","","Affirmed",""
15302,"2015-10-14","FIRST QUALITY BABY PRODUCTS v. KIMBERLY-CLARK WORLDWIDE, INC. [RULE 36 JUDGMENT]","2015-01208","618 F. App'x 686","Nonprecedential","No","","Affirmed",""
15304,"2015-10-16","IN RE: ALSABAH [RULE 36 JUDGMENT]","2015-01264","621 F. App'x 659","Nonprecedential","No","","Affirmed",""
15305,"2015-10-19","IN RE: MORSA [OPINION]","2015-01107","803 F.3d 1374","Precedential","No","","Affirmed",""
15306,"2015-10-20","SOUTHWIRE COMPANY, LLC v. CERRO WIRE LLC [RULE 36 JUDGMENT]","2015-01117;2015-01118","621 F. App'x 661","Nonprecedential","No","","Affirmed",""
15308,"2015-11-05","BELDEN INC. v. BERK-TEK LLC [OPINION]","2014-01575;2014-01576","805 F.3d 1064","Precedential","No","","Affirmed-in-part",""
15309,"2015-11-06","IN RE: TAYLOR [OPINION]","2015-01582","621 F. App'x 667","Nonprecedential","No","","Affirmed",""
15311,"2015-11-10","AIP ACQUISITION LLC v. LEVEL 3 COMMUNICATIONS, LLC [RULE 36 JUDGMENT]","2015-01286","622 F. App'x 905","Nonprecedential","No","","Affirmed",""
15313,"2015-11-12","IN RE: ENCAP, LLC [RULE 36 JUDGMENT]","2015-01008","622 F. App'x 910","Nonprecedential","No","","Affirmed",""
15314,"2015-11-12","IN RE: SCHWARZ [RULE 36 JUDGMENT]","2015-01327","622 F. App'x 909","Nonprecedential","No","","Affirmed",""
15315,"2015-11-12","GOLD MEDAL PRODUCTS CO. v. C. CRETORS AND COMPANY [RULE 36 JUDGMENT]","2015-01449","622 F. App'x 911","Nonprecedential","No","","Affirmed",""
15316,"2015-11-12","CLICK-TO-CALL TECHNOLOGIES, LP v. ORACLE CORPORATION [OPINION]","2015-01242","622 F. App'x 907","Nonprecedential","No","","Dismissed",""
15317,"2015-11-13","INPHI CORPORATION v. NETLIST, INC. [OPINION]","2015-01179","805 F.3d 1350","Precedential","No","","Affirmed",""
15318,"2015-11-16","ARIOSA DIAGNOSTICS v. VERINATA HEALTH, INC. [OPINION]","2015-01215;2015-01226","805 F.3d 1359","Precedential","No","","Vacated",""
15319,"2015-11-20","IN RE: COMMONWEALTH SCIENTIFIC [OPINION]","2014-01710","632 F. App'x 1024","Nonprecedential","No","","Reversed",""
15320,"2015-11-25","STRAIGHT PATH IP GROUP, INC. v. SIPNET EU S.R.O. [OPINION]","2015-01212","806 F.3d 1356","Precedential","No","","Reversed",""
15322,"2015-12-02","IN RE: HILL-ROM SERVICES, INC. [OPINION]","2015-01305","634 F. App'x 786","Nonprecedential","No","","Affirmed",""
15323,"2015-12-02","MCM PORTFOLIO LLC v. HEWLETT-PACKARD COMPANY [OPINION]","2015-01091","812 F.3d 1284","Precedential","No","","Affirmed",""
15324,"2015-12-04","PROLITEC, INC. v. SCENTAIR TECHNOLOGIES, INC. [OPINION]","2015-01020","807 F.3d 1353","Precedential","No","","Affirmed",""
15325,"2015-12-10","PROVERIS SCIENTIFIC CORP. v. INNOVASYSTEMS, INC. [RULE 36 JUDGMENT]","2015-01436","623 F. App'x 1013","Nonprecedential","No","","Affirmed",""
15327,"2015-12-11","YISSUM RESEARCH DEVELOPMENT CO v. SONY CORPORATION [RULE 36 JUDGMENT]","2015-01342;2015-01343","626 F. App'x 1006","Nonprecedential","No","","Affirmed",""
15328,"2015-12-11","WATERS TECHNOLOGIES v. AGILENT TECHNOLOGIES [RULE 36 JUDGMENT]","2015-01281","623 F. App'x 1017","Nonprecedential","No","","Affirmed",""
15329,"2015-12-15","STEPHENSON v. GAME SHOW NETWORK, LLC [RULE 36 JUDGMENT]","2015-01359","624 F. App'x 756","Nonprecedential","No","","Affirmed",""
15330,"2015-12-15","SIGHTSOUND TECHNOLOGIES, LLC v. APPLE INC. [OPINION]","2015-01159;2015-01160","809 F.3d 1307","Precedential","No","","Affirmed",""
15331,"2015-12-15","TRUEPOSITION INC. v. POLARIS WIRELESS, INC. [RULE 36 JUDGMENT]","2015-01330","622 F. App'x 915","Nonprecedential","No","","Affirmed",""
15332,"2015-12-16","IN RE: EDWARD TOBINICK [RULE 36 JUDGMENT]","2015-01307","626 F. App'x 1008","Nonprecedential","No","","Affirmed",""
15333,"2015-12-17","SOUTH ALABAMA MEDICAL SCIENCE v. GNOSIS S.P.A. [OPINION]","2014-01778;2014-01780;2014-01781","808 F.3d 823","Precedential","No","","Affirmed",""
15334,"2015-12-17","MERCK & CIE v. GNOSIS S.P.A. [OPINION]","2014-01779","808 F.3d 829","Precedential","No","","Affirmed",""
15335,"2015-12-17","GENERAL ELECTRIC COMPANY v. VIBRANT MEDIA, INC. [RULE 36 JUDGMENT]","2014-01015","626 F. App'x 1010","Nonprecedential","No","","Affirmed",""
15336,"2015-12-17","IN RE: DISTEFANO [OPINION]","2015-01453","808 F.3d 845","Precedential","No","","Vacated",""
15337,"2015-12-17","CUTSFORTH, INC. v. MOTIVEPOWER, INC. [RULE 36 JUDGMENT]","2015-01315","626 F. App'x 1011","Nonprecedential","No","","Affirmed",""
15340,"2015-12-31","REDLINE DETECTION, LLC v. STAR ENVIROTECH, INC. [OPINION]","2015-01047","811 F.3d 435","Precedential","No","","Affirmed",""
15341,"2016-01-08","IN RE: URBANSKI [OPINION]","2015-01272","809 F.3d 1237","Precedential","No","","Affirmed",""
15342,"2016-01-11","PENTAIR WATER POOL AND SPA v. HAYWARD INDUSTRIES, INC. [RULE 36 JUDGMENT]","2015-01409","628 F. App'x 758","Nonprecedential","No","","Affirmed",""
15343,"2016-01-11","IN RE: VI-JON, INC. [RULE 36 JUDGMENT]","2015-01387","628 F. App'x 757","Nonprecedential","No","","Affirmed",""
15344,"2016-01-11","PENTAIR WATER POOL AND SPA v. HAYWARD INDUSTRIES, INC. [RULE 36 JUDGMENT]","2015-01408","628 F. App'x 758","Nonprecedential","No","","Affirmed",""
15345,"2016-01-13","ETHICON ENDO-SURGERY, INC. v. COVIDIEN LP [OPINION]","2014-01771","812 F.3d 1023","Precedential","No","","Affirmed",""
15346,"2016-01-13","IN RE: ASKOFF [RULE 36 JUDGMENT]","2015-01508","628 F. App'x 764","Nonprecedential","No","","Affirmed",""
15347,"2016-01-14","BIOMET ORTHOPEDICS, LLC v. PUGET BIOVENTURES, LLC [OPINION]","2015-01468","640 F. App'x 868","Nonprecedential","No","","Affirmed-in-part",""
15348,"2016-01-15","THOMAS v. PIPPIN [RULE 36 JUDGMENT]","2015-01575;2015-01577;2015-01578;2015-01579","628 F. App'x 766","Nonprecedential","No","","Affirmed",""
15349,"2016-01-15","IN RE: CLOUDING CORP. [RULE 36 JUDGMENT]","2015-01615","628 F. App'x 766","Nonprecedential","No","","Affirmed",""
15350,"2016-01-20","LIFESCAN SCOTLAND, LTD. v. PHARMATECH SOLUTIONS, INC. [RULE 36 JUDGMENT]","2015-01149","633 F. App'x 789","Nonprecedential","No","","Affirmed",""
15352,"2016-01-22","CUTSFORTH, INC. v. MOTIVEPOWER, INC. [OPINION]","2015-01316","636 F. App'x 575","Nonprecedential","No","","Vacated",""
15353,"2016-01-29","AGILENT TECHNOLOGIES v. WATERS TECHNOLOGIES [OPINION]","2015-01280","811 F.3d 1326","Precedential","No","","Dismissed",""
15354,"2016-01-29","ILLUMINA CAMBRIDGE LTD. v. INTELLIGENT BIO-SYSTEMS, INC. [OPINION]","2015-01123;2015-01243","638 F. App'x 999","Nonprecedential","No","","Affirmed",""
15355,"2016-01-29","INDUSTRIAL TECHNOLOGY RESEARCH v. PACIFIC BIOSCIENCES [OPINION]","2015-01200","640 F. App'x 871","Nonprecedential","No","","Affirmed-in-part",""
15356,"2016-02-03","KARL STORZ ENDOSCOPY-AMERICA v. INTEGRATED MEDICAL SYSTEMS [RULE 36 JUDGMENT]","2015-01776","632 F. App'x 620","Nonprecedential","No","","Affirmed",""
15357,"2016-02-04","SPECIALIZED BICYCLE COMPONENTS v. K.G. MOTORS, INC. [RULE 36 JUDGMENT]","2015-01412","633 F. App'x 793","Nonprecedential","No","","Affirmed",""
15358,"2016-02-05","TRIVASCULAR, INC. v. SAMUELS [OPINION]","2015-01631","812 F.3d 1056","Precedential","No","","Affirmed",""
15359,"2016-02-08","LELY PATENT N.V. v. DELAVAL INTERNATIONAL AB [RULE 36 JUDGMENT]","2015-01669","636 F. App'x 1014","Nonprecedential","No","","Affirmed",""
15360,"2016-02-08","INTERFACE, INC. v. TANDUS CENTIVA INC. [RULE 36 JUDGMENT]","2015-01475;2015-01668","636 F. App'x 801","Nonprecedential","No","","Affirmed",""
15361,"2016-02-08","IBM v. INTELLECTUAL VENTURES II LLC [RULE 36 JUDGMENT]","2015-01837","636 F. App'x 1008","Nonprecedential","No","","Affirmed",""
15362,"2016-02-08","IN RE: FILLER [RULE 36 JUDGMENT]","2015-01687","636 F. App'x 802","Nonprecedential","No","","Affirmed",""
15363,"2016-02-08","BOARD OF TRUSTEES v. ARIOSA DIAGNOSTICS, INC. [RULE 36 JUDGMENT]","2015-01413","636 F. App'x 801","Nonprecedential","No","","Affirmed",""
15364,"2016-02-09","NETAC TECHNOLOGY CO., LTD. v. SANDISK CORPORATION [RULE 36 JUDGMENT]","2015-01630","641 F. App'x 978","Nonprecedential","No","","Affirmed",""
15365,"2016-02-10","IN RE: GEVO, INC. [RULE 36 JUDGMENT]","2015-01317","638 F. App'x 1018","Nonprecedential","No","","Affirmed",""
15366,"2016-02-10","SYNOPSYS, INC. v. MENTOR GRAPHICS CORPORATION [OPINION]","2014-01516;2014-01530","814 F.3d 1309","Precedential","No","","Affirmed",""
15368,"2016-02-11","PHISON ELECTRONICS CORP. v. SILICON MOTION TECHNOLOGY [RULE 36 JUDGMENT]","2015-01632","638 F. App'x 1019","Nonprecedential","No","","Affirmed",""
15370,"2016-02-19","WHITE v. H.J. HEINZ COMPANY [OPINION]","2015-01176","640 F. App'x 930","Nonprecedential","No","","Affirmed",""
15371,"2016-02-22","PPC BROADBAND, INC. v. CORNING OPTICAL COMMUNICATIONS [OPINION]","2015-01364","815 F.3d 747","Precedential","No","","Vacated",""
15372,"2016-02-22","PPC BROADBAND, INC. v. CORNING OPTICAL COMMUNICATIONS [OPINION]","2015-01361;2015-01366;2015-01368;2015-01369","815 F.3d 734","Precedential","No","","Affirmed-in-part",""
15373,"2016-02-22","ACCO BRANDS CORPORATION v. FELLOWES, INC. [OPINION]","2015-01045","813 F.3d 1361","Precedential","No","","Reversed",""
15374,"2016-02-26","HOWMEDICA OSTEONICS CORP. v. ZIMMER, INC. [OPINION]","2015-01498;2015-01503","640 F. App'x 951","Nonprecedential","No","","Affirmed-in-part",""
15375,"2016-03-01","HARMONIC, INC. v. AVID TECHNOLOGY, INC. [OPINION]","2015-01072","815 F.3d 1356","Precedential","No","","Affirmed",""
15376,"2016-03-01","BLUE CALYPSO, LLC. v. GROUPON, INC. [OPINION]","2015-01391;2015-01393;2015-01394;2015-01396;2015-01397;2015-01398;2015-01399;2015-01401","815 F.3d 1331","Precedential","No","","Affirmed-in-part",""
15377,"2016-03-09","BAMBERG v. DALVEY [OPINION]","2015-01548","815 F.3d 793","Precedential","No","","Affirmed",""
15378,"2016-03-09","IN RE: NEILL [RULE 36 JUDGMENT]","2015-01431","641 F. App'x 996","Nonprecedential","No","","Affirmed",""
15379,"2016-03-10","IN RE: SMITH [OPINION]","2015-01664","815 F.3d 816","Precedential","No","","Affirmed",""
15380,"2016-03-10","IN RE: VARMA [OPINION]","2015-01502;2015-01667","816 F.3d 1352","Precedential","No","","Reversed",""
15381,"2016-03-11","MODERUSTIC, INC. v. AMERICAN FIREGLASS, INC. [RULE 36 JUDGMENT]","2015-01772","641 F. App'x 1007","Nonprecedential","No","","Affirmed",""
15382,"2016-03-14","INTERNATIONAL CONTROLS v. HONEYWELL INTERNATIONAL INC. [RULE 36 JUDGMENT]","2015-01724","642 F. App'x 980","Nonprecedential","No","","Affirmed",""
15383,"2016-03-14","PENTAIR WATER POOL AND SPA v. HAYWARD INDUSTRIES, INC. [RULE 36 JUDGMENT]","2015-01809","642 F. App'x 980","Nonprecedential","No","","Affirmed",""
15384,"2016-03-14","IN RE: RAU [RULE 36 JUDGMENT]","2015-01849","642 F. App'x 981","Nonprecedential","No","","Affirmed",""
15386,"2016-03-15","RIPARIUS VENTURES LLC v. CISCO SYSTEMS, INC. [RULE 36 JUDGMENT]","2015-01675","642 F. App'x 985","Nonprecedential","No","","Affirmed",""
15387,"2016-03-15","RIPARIUS VENTURES LLC v. CISCO SYSTEMS, INC. [RULE 36 JUDGMENT]","2015-01757","642 F. App'x 986","Nonprecedential","No","","Affirmed",""
15388,"2016-03-15","BAKER HUGHES, INC. v. NALCO COMPANY [RULE 36 JUDGMENT]","2015-01895","642 F. App'x 986","Nonprecedential","No","","Affirmed",""
15389,"2016-03-16","MACDERMID PRINTING SOLUTIONS v. E.I. DUPONT DE NEMOURS [RULE 36 JUDGMENT]","2015-01750","640 F. App'x 982","Nonprecedential","No","","Affirmed",""
15390,"2016-03-16","FELLOWES, INC. v. ACCO BRANDS CORPORATION [RULE 36 JUDGMENT]","2015-01661","642 F. App'x 994","Nonprecedential","No","","Affirmed",""
15391,"2016-03-16","IN RE: PACTIV LLC [RULE 36 JUDGMENT]","2015-01457;2015-01458","642 F. App'x 993","Nonprecedential","No","","Affirmed",""
15392,"2016-03-17","BRIDGEPORT FITTINGS, INC. v. ARLINGTON INDUSTRIES, INC. [RULE 36 JUDGMENT]","2015-01616;2015-01617","642 F. App'x 995","Nonprecedential","No","","Affirmed",""
15393,"2016-03-21","IN RE: HAGENBUCH [OPINION]","2015-01476;2015-01633;2015-01745;2015-01747"," 640 F. App'x 983","Nonprecedential","No","","Affirmed",""
15394,"2016-03-21","IN RE: CREE, INC. [OPINION]","2015-01365","818 F.3d 694","Precedential","No","","Affirmed",""
15395,"2016-03-23","SHAW INDUSTRIES GROUP v. AUTOMATED CREEL SYSTEMS [OPINION]","2015-01116;2015-01119","817 F.3d 1293","Precedential","No","","Affirmed-in-part",""
15396,"2016-03-24","PURDUE PHARMA L.P. v. DEPOMED, INC. [OPINION]","2015-02029;2015-02030;2015-02032","643 F. App'x 960","Nonprecedential","No","","Affirmed",""
15397,"2016-03-25","CHICAGO BOARD OPTIONS EXCHANGE v. INTL. SECURITIES EXCHANGE [RULE 36 JUDGMENT]","2015-01728;2015-01729;2015-01730","640 F. App'x 986","Nonprecedential","No","","Affirmed",""
15398,"2016-03-25","INTERNATIONAL SECURITIES EXCH. v. CHICAGO BOARD OPTIONS EXCH. [OPINION]","2015-01743;2015-01744","643 F. App'x 966","Nonprecedential","No","","Dismissed",""
15399,"2016-03-28","GRANDEYE LIMITED v. GOOGLE INC. [RULE 36 JUDGMENT]","2015-01622;2015-01624;2015-01625","643 F. App'x 967","Nonprecedential","No","","Affirmed",""
15400,"2016-03-28","EVERYMD LLC v. FACEBOOK, INC. [RULE 36 JUDGMENT]","2015-01924","643 F. App'x 968","Nonprecedential","No","","Affirmed",""
15401,"2016-04-05","PRIDE MOBILITY PRODUCTS CORP. v. PERMOBIL, INC. [OPINION]","2015-01585;2015-01586","818 F.3d 1307","Precedential","No","","Affirmed",""
15402,"2016-04-05","HP INC. v. MPHJ TECHNOLOGY INVESTMENTS [OPINION]","2015-01427","817 F.3d 1339","Precedential","No","","Affirmed",""
15403,"2016-04-06","CUTSFORTH, INC. v. MOTIVEPOWER, INC. [OPINION]","2015-01314","643 F. App'x 1008","Nonprecedential","No","","Reversed",""
15404,"2016-04-07","IN RE: HUBBELL INCORPORATED [OPINION]","2015-01222","644 F. App'x 1004","Nonprecedential","No","","Affirmed",""
15405,"2016-04-07","CORE LABORATORIES LP v. SPECTRUM TRACER SERVICES [RULE 36 JUDGMENT]","2015-01789;2015-01790","643 F. App'x 1014","Nonprecedential","No","","Affirmed",""
15406,"2016-04-08","OSRAM GMBH v. SCHUBERT [RULE 36 JUDGMENT]","2015-01620","644 F. App'x 1010","Nonprecedential","No","","Affirmed",""
15407,"2016-04-08","IN RE: RIVERA [RULE 36 JUDGMENT]","2015-01683","644 F. App'x 1011","Nonprecedential","No","","Affirmed",""
15408,"2016-04-12","IN RE: PORTAGE ELECTRIC PRODUCTS, INC [RULE 36 JUDGMENT]","2015-01860","645 F. App'x 1000","Nonprecedential","No","","Affirmed",""
15409,"2016-04-14","COOPER v. SQUARE, INC. [RULE 36 JUDGMENT]","2015-01925;2015-01942;2015-01943","645 F. App'x 1014","Nonprecedential","No","","Affirmed",""
15410,"2016-04-19","IN RE: MAN MACHINE INTERFACE TECH LLC [OPINION]","2015-01562","822 F.3d 1282","Precedential","No","","Affirmed-in-part",""
15411,"2016-04-21","IN RE: NOBLITT [RULE 36 JUDGMENT]","2015-01876","639 F. App'x 638","Nonprecedential","No","","Affirmed",""
15412,"2016-04-22","IN RE: BROWN [OPINION]","2015-01852","645 F. App'x 1014","Nonprecedential","No","","Affirmed",""
15413,"2016-04-26","IN RE: GARRIDO [OPINION]","2016-01007","646 F. App'x 942","Nonprecedential","No","","Affirmed",""
15416,"2016-04-29","BECKMANN v. GANDHI [OPINION]","2015-01765","646 F. App'x 950","Nonprecedential","No","","Affirmed-in-part",""
15417,"2016-05-04","RELOADED GAMES, INC. v. PARALLEL NETWORKS, LLC [RULE 36 JUDGMENT]","2015-01915","639 F. App'x 640","Nonprecedential","No","","Affirmed",""
15418,"2016-05-04","IN RE: RHOADS [OPINION]","2015-01972","646 F. App'x 967","Nonprecedential","No","","Affirmed",""
15419,"2016-05-04","OIL STATES ENERGY SERVICES v. GREENE'S ENERGY GROUP [RULE 36 JUDGMENT]","2015-01855","639 F. App'x 639","Nonprecedential","No","","Affirmed",""
15420,"2016-05-05","ICON HEALTH & FITNESS, INC. v. JOHNSON HEALTH TECH CO. LTD. [RULE 36 JUDGMENT]","2015-02027","639 F. App'x 643","Nonprecedential","No","","Affirmed",""
15421,"2016-05-06","ENDOTACH LLC v. MEDTRONIC, INC. [RULE 36 JUDGMENT]","2015-01784","639 F. App'x 644","Nonprecedential","No","","Affirmed",""
15422,"2016-05-09","SURFCAST, INC. v. MICROSOFT CORPORATION [RULE 36 JUDGMENT]","2015-01568","639 F. App'x 651","Nonprecedential","No","","Affirmed",""
15423,"2016-05-09","AFFINITY LABS OF TEXAS, LLC v. SAMSUNG ELECTRONICS CO., LTD. [RULE 36 JUDGMENT]","2015-01933","639 F. App'x 652","Nonprecedential","No","","Affirmed",""
15424,"2016-05-09","INTELLIGENT BIO-SYSTEMS, INC. v. ILLUMINA CAMBRIDGE LTD. [OPINION]","2015-01693","821 F.3d 1359","Precedential","No","","Affirmed",""
15425,"2016-05-10","NORRED v. MEDTRONIC, INC. [OPINION]","2015-01731;2015-01874;2016-01031","640 F. App'x 994","Nonprecedential","No","","Affirmed",""
15426,"2016-05-10","MOTOROLA MOBILITY LLC v. MICROSOFT CORP. [RULE 36 JUDGMENT]","2015-02061","640 F. App'x 995","Nonprecedential","No","","Affirmed",""
15427,"2016-05-10","MOTION GAMES, LLC v. NINTENDO OF AMERICA INC. [RULE 36 JUDGMENT]","2015-01867","640 F. App'x 993","Nonprecedential","No","","Affirmed",""
15430,"2016-05-17","SOFTWARE RIGHTS ARCHIVE, LLC v. FACEBOOK, INC. [RULE 36 JUDGMENT]","2015-01648","640 F. App'x 995","Nonprecedential","No","","Affirmed",""
15431,"2016-05-18","BLACK & DECKER, INC. v. POSITEC USA, INC. [OPINION]","2015-01646;2015-01647","646 F. App'x 1019","Nonprecedential","No","","Affirmed-in-part",""
15432,"2016-05-19","CLOUDING CORP. v. UNIFIED PATENTS, INC. [RULE 36 JUDGMENT]","2015-01799","640 F. App'x 997","Nonprecedential","No","","Affirmed",""
15433,"2016-05-25","IN RE: AQUA PRODUCTS, INC. [OPINION]","2015-01177","823 F.3d 1369","Precedential","No","","Affirmed",""
15435,"2016-05-31","EVEREADY BATTERY COMPANY, INC. v. SPECTRUM BRANDS, INC. [OPINION]","2015-01824","650 F. App'x 985","Nonprecedential","No","","Affirmed",""
15436,"2016-06-09","PERFECT SURGICAL TECHNIQUES v. OLYMPUS AMERICA, INC. [RULE 36 JUDGMENT]","2015-02045","651 F. App'x 1000","Nonprecedential","No","","Affirmed",""
15437,"2016-06-09","MEDTRONIC, INC. v. LIFEPORT SCIENCES LLC [RULE 36 JUDGMENT]","2015-01862","651 F. App'x 999","Nonprecedential","No","","Affirmed",""
15438,"2016-06-10","SAS INSTITUTE, INC. v. COMPLEMENTSOFT, LLC. [OPINION]","2015-01346;2015-01347","825 F.3d 1341","Precedential","No","","Affirmed-in-part",""
15439,"2016-06-13","LG ELECTRONICS, INC. v. TOSHIBA SAMSUNG STORAGE [RULE 36 JUDGMENT]","2015-01823","654 F. App'x 483","Nonprecedential","No","","Affirmed",""
15440,"2016-06-13","LG ELECTRONICS, INC. v. TOSHIBA SAMSUNG STORAGE [RULE 36 JUDGMENT]","2015-01822","654 F. App'x 483","Nonprecedential","No","","Affirmed",""
15441,"2016-06-14","IN RE: GORELIK [OPINION]","2016-01432","652 F. App'x 954","Nonprecedential","No","","Affirmed",""
15442,"2016-06-14","GENZYME THERAPEUTIC PRODUCTS v. BIOMARIN PHARMACEUTICAL [OPINION]","2015-01720;2015-01721","825 F.3d 1360","Precedential","No","","Affirmed",""
15443,"2016-06-14","IN RE: KAYYALI [OPINION]","2016-01081","652 F. App'x 949","Nonprecedential","No","","Affirmed",""
15444,"2016-06-15","ALLIED ERECTING v. GENESIS ATTACHMENTS, LLC [OPINION]","2015-01533","825 F.3d 1373","Precedential","No","","Affirmed",""
15445,"2016-06-15","IN RE: HEDLOY [RULE 36 JUDGMENT]","2015-01893","652 F. App'x 970","Nonprecedential","No","","Affirmed",""
15446,"2016-06-15","IN RE: HEDLOY [RULE 36 JUDGMENT]","2016-01093","652 F. App'x 973","Nonprecedential","No","","Affirmed",""
15448,"2016-06-17","GRAFTECH INTL. HOLDINGS v. LAIRD TECHNOLOGIES INC. [OPINION]","2015-01796;2015-01797;2015-01798","652 F. App'x 973","Nonprecedential","No","","Affirmed",""
15449,"2016-06-17","IN RE: ZHANG [OPINION]","2015-01995","654 F. App'x 488","Nonprecedential","No","","Affirmed",""
15452,"2016-06-29","ROBERT BOSCH HEALTHCARE SYSTEM v. CARDIOCOM, LLC [RULE 36 JUDGMENT]","2015-01601;2015-01602;2015-01610","667 F. App'x 769","Nonprecedential","No","","Affirmed",""
